id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,location_cluster,bathroom_map,amenities_count,host_verifications_count,sentiment,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
44077,100,1,2,2,1,1,3,2,1,2,70,3,1125,1,2,11,18,104,258,31,7,0,2,0,2,0,1.85,7,8,50,2,0.90417,4.78,4.83,4.74,4.93,4.93,4.66,4.82
85156,100,1,2,2,1,1,3,2,1,1,67,3,21,1,3,9,21,110,210,28,4,0,2,0,2,0,1.53,7,8,35,2,0.91316,4.79,4.86,4.74,4.9,4.88,4.64,4.78
159889,100,0,3,4,1,1,3,1,1,1,45,2,21,1,1,16,36,290,355,44,6,0,3,0,3,0,2.78,1,10,27,2,0.82799,4.74,4.77,4.71,4.86,4.9,4.63,4.74
162809,92,1,2,2,1,1,3,6,2,4,80,1,12,1,2,2,2,74,326,41,1,0,2,0,2,0,3.68,7,8,48,2,0.87307,4.84,4.88,4.85,4.95,4.97,4.77,4.85
165828,100,0,5,5,1,1,4,5,1,3,251,3,365,1,1,4,21,31,64,17,0,1,5,5,0,0,0.48,5,6,26,2,0.81777,4.63,4.89,4.69,4.81,4.75,4.34,4.55
165829,100,0,5,5,1,1,4,5,1,3,244,3,365,1,8,12,12,14,76,20,1,1,5,5,0,0,0.59,5,6,30,2,0.85044,4.69,4.85,4.75,4.78,4.73,4.39,4.59
178860,100,0,2,3,1,1,3,2,1,1.262708703,80,2,4,1,0,0,0,0,313,0,0,0,2,1,1,0,2.57,5,8,21,2,0.94543,4.88,4.94,4.88,4.95,4.96,4.94,4.84
181823,100,0,2,6,1,1,3,1,1,1,139,1,1125,1,2,2,2,2,50,0,0,0,2,0,2,0,0.37,1,5,22,2,0.92418,4.6,4.62,4.47,4.79,4.83,4.47,4.47
237465,100,0,3,5,1,1,4,2,1,3,68,1,4,1,4,22,50,135,392,90,8,0,3,3,0,0,3,6,9,25,2,0.77211,4.56,4.71,4.56,4.81,4.79,4.39,4.61
245903,100,1,1,2,1,0,3,1,1,1,30,30,180,1,4,4,14,47,43,3,0,0,1,0,1,0,0.35,2,8,30,2,0.87994,4.93,4.93,4.9,4.98,5,4.66,4.85
292757,100,1,1,1,1,1,4,9,4,5,121,2,1125,1,0,0,0,25,362,30,0,0,1,1,0,0,2.97,2,13,54,3,0.91216,4.92,4.91,4.78,4.95,4.95,4.94,4.84
302554,100,0,8,8,1,1,4,5,1,3,200,2,365,1,4,8,15,227,59,4,0,1,8,8,0,0,0.46,5,6,29,2,0.86647,4.67,4.72,4.83,4.93,4.9,4.44,4.65
302634,100,0,8,8,1,1,4,2,1,2,101,2,365,1,0,0,0,0,105,21,4,1,8,8,0,0,0.82,5,6,28,2,0.80864,4.61,4.69,4.75,4.83,4.91,4.47,4.48
374792,100,0,5,5,1,1,4,4,1,3,212,3,365,1,0,7,21,90,35,7,1,1,5,5,0,0,0.28,5,6,20,2,0.80262,4.48,4.5,4.59,4.85,4.79,4.41,4.5
386860,92.25228294,0,2,2,1,1,4,4,2,2,164,1,30,1,0,0,0,0,92,0,0,0,2,2,0,0,0.75,5,6,36,2,0.83175,4.67,4.77,4.52,4.91,4.83,4.77,4.56
393631,97.35883996,0,1,3,1,1,4,6,3,3,180,3,1125,1,0,0,0,0,72,0,0,0,1,1,0,0,0.59,1,11,17,3,0.93248,4.87,4.88,4.86,4.93,4.91,4.24,4.65
419987,100,0,8,8,1,1,4,6,1,3,240,2,365,1,9,19,33,255,145,41,1,1,8,8,0,0,1.2,5,6,30,2,0.85797,4.8,4.8,4.85,4.92,4.94,4.5,4.61
424596,96,1,4,5,1,1,4,3,1,1,155,2,1124,1,4,9,33,114,519,72,4,0,4,4,0,0,4.16,1,6,47,2,0.89318,4.84,4.92,4.91,4.89,4.88,4.62,4.75
426326,100,0,3,4,1,1,3,3,1,2,60,3,21,1,6,16,25,28,254,15,5,0,3,0,3,0,2.04,1,10,34,2,0.85226,4.61,4.78,4.49,4.83,4.84,4.56,4.61
427077,96,1,4,5,1,1,4,3,1,2,154,2,1124,1,1,9,26,111,498,57,4,0,4,4,0,0,3.95,1,6,45,2,0.89294,4.84,4.88,4.91,4.86,4.85,4.6,4.69
427495,100,0,3,4,1,1,3,2,3,1,60,3,21,1,3,11,27,299,176,13,8,0,3,0,3,0,1.44,1,10,35,2,0.84739,4.59,4.72,4.51,4.85,4.89,4.52,4.63
449556,100,0,1,4,1,1,3,4,1,3,155,1,1125,1,11,21,47,317,271,51,6,0,1,0,1,0,2.44,0,7,21,2,0.64975,4.19,4.63,4.45,4.67,4.54,4.67,4.21
454183,100,1,4,4,1,0,4,3,1,2,132,3,1125,1,1,1,1,1,93,20,3,0,3,2,1,0,1.46,5,6,24,3,0.89307,4.67,4.74,4.59,4.96,4.97,4.76,4.55
468082,100,1,2,3,1,1,3,5,2,3,70,1,21,1,4,20,49,279,296,82,10,1,2,0,2,0,2.42,2,11,32,2,0.87199,4.7,4.81,4.7,4.84,4.9,4.75,4.69
497136,100,0,2,6,1,1,3,2,1,1,139,1,7,1,2,2,2,2,113,0,0,0,2,0,2,0,0.93,1,10,21,2,0.85074,4.62,4.74,4.44,4.8,4.78,4.55,4.5
522667,96,1,4,5,1,1,4,3,1,1,153,2,1124,1,4,14,36,123,430,53,4,0,4,4,0,0,3.46,1,6,46,2,0.89221,4.81,4.91,4.96,4.9,4.89,4.65,4.69
526767,100,1,3,4,1,1,4,3,1.485528321,2,194,1,60,1,1,6,12,197,568,51,3,0,1,1,0,0,4.65,1,6,29,3,0.89391,4.9,4.94,4.92,4.96,4.98,4.93,4.77
575339,92.72846601,0,1,1,1,1,3,2,1,2,50,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.536743224,1,6,7,3,0.794546533,4.589311451,4.706373337,4.560431775,4.781582609,4.795777342,4.68416626,4.52741305
587218,100,1,2,2,1,1,3,2,1,1,80,2,7,1,0,0,0,117,220,28,5,0,1,0,1,0,1.81,5,9,21,2,0.9425,4.98,4.97,4.96,4.99,4.99,4.76,4.94
592840,100,1,2,3,1,1,3,1,1,1,55,1,5,1,4,20,49,279,42,17,1,0,2,0,2,0,0.34,2,9,28,2,0.8657,4.9,4.98,4.95,4.93,4.95,4.9,4.8
610233,93.87064473,0,1,2,1,1,4,4,2,2,150,2,1125,1,0,0,0,0,61,0,0,0,1,1,0,0,0.5,5,13,29,1,0.84846,4.82,4.89,4.66,4.89,4.89,4.97,4.7
637185,90.83942574,0,1,1,1,1,4,2,1,1,119,7,60,1,0,0,0,0,158,0,0,0,1,1,0,0,1.31,5,6,9,3,0.877,4.5,4.6,4.43,4.63,4.55,4.72,4.55
641880,88.9710198,0,2,2,1,1,3,2,1,1,85,2,1125,1,0,0,0,0,46,0,0,0,2,1,1,0,0.47,5,6,11,2,0.87913,4.53,4.78,4.31,4.87,4.87,4.53,4.56
654589,100,1,2,3,1,1,4,4,2,3,356,3,150,1,6,12,27,251,538,50,3,0,2,2,0,0,4.41,5,6,38,2,0.87585,4.78,4.81,4.84,4.9,4.94,4.94,4.63
690119,100,0,1,4,1,1,4,4,2,2,341,5,180,1,2,2,2,250,216,5,2,1,1,1,0,0,1.92,7,11,21,3,0.89428,4.9,4.93,4.85,4.95,4.97,4.72,4.78
726011,100,1,1,1,1,1,4,3,1,3,113,3,1125,1,7,21,45,175,164,20,0,0,1,1,0,0,1.5,3,9,38,2,0.91983,4.9,4.89,4.9,4.95,4.98,4.96,4.77
726075,100,1,9,12,1,1,4,5,3,5,125,7,180,1,0,0,0,0,3,0,0,0,1,1,0,0,0.04,1,17,46,2,0.93045,4.33,4.33,4,5,5,5,4.33
736751,60,0,1,6,1,1,3,2,1,1,80,14,30,1,0,12,42,289,74,3,0,0,1,0,1,0,0.61,1,9,25,2,0.84785,4.52,4.62,4.36,4.81,4.75,4.65,4.6
736827,100,0,16,43,1,1,4,4,2,1,116,28,365,1,0,0,0,0,7,0,0,1,11,11,0,0,0.07,1,9,17,1,0.72603,4.67,4.5,4.83,4.5,5,4.67,4.33
742656,94,0,2,2,1,1,3,2,1,1,65,2,1001,1,2,10,26,96,368,40,4,0,2,0,2,0,3.52,5,2,17,2,0.88201,4.58,4.68,4.43,4.85,4.9,4.77,4.55
743771,92.17744498,0,2,2,1,0,3,1,1,1,75,2,1125,1,0,0,0,0,0,0,0,0,2,0,2,0,1.385634384,5,7,32,3,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
743772,98.55619792,0,2,2,1,0,3,2,1,1,140,2,1125,1,0,0,0,0,5,1,0,0,2,0,2,0,0.05,1,7,17,3,0.71852,4.75,4.25,5,5,5,5,4.25
747284,96.84915541,0,1,1,1,1,4,4,2,1,229,15,90,1,9,39,69,249,38,9,1,0,1,1,0,0,0.33,7,9,25,3,0.91508,4.97,4.95,4.97,4.97,5,4.87,4.79
871174,100,1,2,6,1,1,3,3,1,2,42,2,1125,1,0,0,8,97,244,23,1,0,2,0,2,0,2.11,1,5,35,2,0.78185,4.45,4.68,4.17,4.73,4.74,4.62,4.48
872539,100,1,1,3,1,1,4,4,2,2,280,3,10,1,0,9,39,277,120,21,3,0,1,1,0,0,1.04,1,6,15,2,0.88882,4.79,4.85,4.92,4.93,4.87,4.51,4.66
922425,100,0,2,3,1,1,4,4,2,2,204,7,14,1,0,0,0,68,131,5,0,0,1,1,0,0,1.14,5,6,32,2,0.92329,4.78,4.87,4.57,4.86,4.92,4.86,4.72
928970,93.66497664,0,2,2,1,1,4,4,1,3,165,2,28,1,0,0,0,0,37,0,0,0,2,2,0,0,0.34,1,6,13,2,0.80617,4.81,4.94,4.66,4.92,4.94,4.97,4.61
929816,100,0,2,2,1,1,3,2,1,1,79,2,16,1,0,0,0,0,161,0,0,0,2,1,1,0,1.39,1,5,35,3,0.91129,4.96,4.96,4.99,4.99,4.98,4.81,4.87
939866,100,0,2,2,1,1,4,4,2,2,334,2,14,1,4,4,4,4,156,0,0,0,2,1,1,0,1.35,1,11,52,3,0.92757,4.93,4.93,4.95,4.92,4.94,4.85,4.77
946923,100,0,16,43,1,1,4,2,1,1,60,5,1125,1,0,0,0,0,11,4,0,1,11,11,0,0,0.12,1,6,19,1,0.86302,4.55,4.82,4.82,4.82,4.82,5,4.73
990212,100,0,1,1,1,1,4,6,4,5,205,7,28,1,0,0,0,0,38,5,1,0,1,1,0,0,0.44,5,9,56,2,0.92085,4.79,4.95,4.79,4.92,4.92,4.58,4.84
990300,96.7684195,0,1,1,1,1,3,3,2,2,65,1,4,1,0,0,0,0,204,0,0,0,1,0,1,0,1.77,1,7,29,2,0.93791,4.9,4.94,4.95,4.96,4.96,4.92,4.84
998407,100,0,3,5,1,1,4,2,0.980175838,1,53,1,3,1,2,14,28,70,254,49,2,0,3,3,0,0,2.66,6,6,23,2,0.76435,4.31,4.6,4.45,4.84,4.78,4.27,4.4
999963,100,1,2,3,1,1,4,2,1.135083727,1,200,7,365,1,0,0,0,0,10,0,0,0,1,1,0,0,0.1,5,6,21,2,0.94594,4.9,4.9,4.7,5,5,4.7,4.9
1073487,100,0,1,1,1,1,3,1,1,1,85,3,20,1,21,51,81,345,72,19,4,0,1,0,1,0,0.64,7,5,42,3,0.89239,4.9,4.94,4.85,4.97,4.92,4.86,4.84
1076634,50,0,1,1,1,1,3,2,1,1,75,5,22,1,0,10,40,315,50,0,0,0,1,0,1,0,0.45,5,8,28,2,0.87344,4.64,4.69,4.58,4.77,4.88,4.49,4.61
1086416,100,0,1,1,1,1,4,2,1,1,106,3,7,1,0,0,4,4,240,10,1,0,1,1,0,0,2.12,5,6,21,2,0.89338,4.86,4.93,4.93,4.93,4.97,4.57,4.76
1173029,100,1,1,4,1,1,4,4,2,2,271,3,30,1,10,16,44,44,329,22,5,0,1,1,0,0,3.73,5,11,31,2,0.91078,4.83,4.85,4.82,4.89,4.9,4.74,4.78
1184087,100,0,8,9,1,1,4,9,5,5,336,5,1125,1,0,0,0,0,18,1,1,0,8,2,6,0,0.16,2,19,64,1,0.95869,4.89,4.83,4.61,4.89,4.94,4.67,4.78
1207950,100,0,1,2,1,1,4,8,4,4,270,5,28,1,2,3,3,132,72,10,3,0,1,1,0,0,0.65,7,15,62,3,0.94037,4.93,4.99,4.97,4.97,5,4.84,4.91
1255270,90,1,3,4,1,1,3,1,1,1.1647267,40,30,1125,1,2,2,2,121,10,1,0,0,3,0,3,0,0.09,2,7,16,2,0.95672,4.9,5,5,5,5,4.4,4.9
1270261,63,0,1,1,1,1,3,6,1,6,50,1,1125,1,1,11,41,316,9,2,0,0,1,0,1,0,0.09,0,11,11,2,0.91981,4.89,4.88,4.88,5,5,4.75,4.88
1276002,90,0,1,1,1,1,4,5,3,3,593,2,365,1,11,34,64,337,70,8,3,0,1,1,0,0,0.66,1,9,39,2,0.91379,4.87,4.9,4.85,4.92,4.99,4.4,4.73
1296492,91.67928262,0,1,1,1,1,3,2,1,1,48,2,1125,1,0,0,0,0,54,0,0,0,1,0,1,0,0.5,1,6,15,2,0.89487,4.54,4.7,4.6,4.77,4.81,4.58,4.45
1341478,100,1,4,4,1,0,3,3,1,2,141,3,150,1,0,0,0,0,138,25,5,0,3,2,1,0,1.56,5,7,22,3,0.84699,4.59,4.74,4.38,4.92,4.95,4.63,4.62
1364560,100,0,1,2,1,1,3,2,1,1,90,3,4,1,0,0,0,0,140,10,3,0,1,0,1,0,1.27,5,5,44,2,0.87989,4.72,4.87,4.88,4.92,4.96,4.4,4.61
1407832,97.46548917,0,1,1,1,1,4,8,4,5,160,4,18,1,0,0,0,0,63,5,1,0,1,1,0,0,0.57,7,15,33,2,0.93183,4.94,4.9,4.89,4.98,5,4.8,4.86
1411019,100,0,5,5,1,1,3,2,1,1,95,2,14,1,0,0,0,0,237,8,0,1,3,1,2,0,3,5,5,40,3,0.90099,4.78,4.89,4.58,4.85,4.89,4.94,4.7
1421993,94.9278457,0,1,3,1,1,3,2,1,1,300,3,1125,1,0,0,0,0,56,0,0,0,1,0,1,0,0.51,1,8,16,2,0.87186,4.76,4.73,4.71,4.85,4.83,4.69,4.48
1447994,96.25163888,0,1,1,1,0,3,2,1,1,75,3,1125,1,0,0,0,0,3,0,0,0,1,0,1,0,0.03,1,6,13,2,0.9339,5,5,5,5,5,4.67,5
1466234,100,0,1,1,1,1,3,1,1,1,40,4,150,1,5,19,34,248,141,13,3,1,1,0,1,0,1.28,5,8,29,2,0.78852,4.73,4.86,4.63,4.89,4.78,4.51,4.73
1488124,95.34528107,0,1,7,1,1,3,2,1,1,68,2,1125,1,0,0,0,0,119,0,0,0,1,0,1,0,1.08,1,7,26,2,0.88261,4.79,4.8,4.74,4.72,4.9,4.76,4.73
1501767,100,1,2,7,1,1,3,2,1,1,59,2,1125,1,1,1,1,1,61,3,1,0,2,0,2,0,0.56,4,5,31,2,0.95416,4.64,4.84,4.61,4.87,4.92,4.82,4.7
1518845,100,0,2,2,1,1,3,1,1,1,800,5,21,1,0,0,0,0,58,0,0,0,2,1,1,0,0.53,6,8,36,2,0.95406,4.84,4.93,4.65,4.93,4.89,4.64,4.76
1520036,20,0,1,2,1,1,4,4,2,2,350,7,31,1,7,23,45,46,51,1,1,0,1,1,0,0,0.47,5,11,18,3,0.82732,4.56,4.67,4.24,4.65,4.65,4.7,4.46
1556554,100,1,2,2,1,1,4,5,3,3,294,3,1125,1,0,1,1,1,19,6,1,0,1,1,0,0,0.26,5,11,49,2,0.83103,4.89,5,5,5,5,4.56,4.72
1559929,100,1,2,3,1,1,3,1,1,1,85,2,4,1,0,1,1,81,60,7,0,0,2,0,2,0,0.56,5,6,4,2,0.92756,4.92,4.93,4.95,4.93,4.95,4.92,4.95
1582908,100,0,1,3,1,0,3,1,1,1,85,3,28,1,7,37,67,67,64,1,1,0,1,0,1,0,0.63,5,8,32,2,0.88903,4.83,4.84,4.9,4.79,4.88,4.61,4.78
1600779,100,1,2,3,1,1,3,2,1,1,110,2,4,1,0,0,3,84,73,3,0,0,2,0,2,0,0.7,5,5,5,2,0.93447,4.9,4.89,4.86,4.94,4.96,4.88,4.79
1717912,95.97682588,0,4,4,1,1,3,2,1,1,55,2,1125,1,0,0,0,0,309,0,0,1,4,1,3,0,3.46,5,5,28,2,0.89952,4.83,4.87,4.71,4.95,4.97,4.87,4.82
1729959,75,0,1,2,1,0,3,6,3,5,190,5,1125,1,0,0,13,278,4,1,0,0,1,0,1,0,0.04,7,9,10,2,0.79215,4.75,4.5,4,5,5,5,4.75
1771007,92.17744498,0,1,2,1,1,3,2,1,1,50,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,4,9,10,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
1789253,92.17744498,0,1,1,1,1,4,4,1,1,170,2,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.385634384,5,6,14,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
1797712,100,0,1,3,1,1,3,2,1,2,86,2,1125,1,3,6,9,9,67,3,3,0,1,0,1,0,0.66,1,6,32,2,0.9513,4.88,4.84,4.87,4.96,4.99,4.79,4.84
1804494,100,0,2,5,1,1,4,3,2,3,150,5,20,1,10,14,14,110,107,5,2,1,2,2,0,0,1.02,1,6,30,2,0.92341,4.88,4.94,4.77,4.97,4.96,4.9,4.84
1896821,92.12599334,0,1,2,1,0,4,4,2,2,150,2,14,1,0,0,0,0,18,0,0,0,1,1,0,0,0.17,5,11,19,1,0.81698,4.53,4.76,4.94,4.94,4.94,4.59,4.59
1906221,100,1,3,4,1,1,3,2,1,1,75,2,90,1,0,0,3,67,512,14,4,0,3,0,3,0,4.79,5,7,45,2,0.91002,4.89,4.92,4.94,4.94,4.98,4.61,4.82
1929739,100,1,3,4,1,1,3,4,2,3,100,1,180,1,0,0,0,0,82,0,0,0,3,0,3,0,0.77,5,11,45,2,0.89043,4.88,4.86,4.95,4.85,4.89,4.63,4.77
1943366,100,0,8,8,1,1,4,6,1,4,240,2,365,1,4,13,22,210,133,29,4,1,8,8,0,0,1.31,5,6,32,2,0.81748,4.83,4.83,4.9,4.88,4.9,4.66,4.61
1963074,100,0,1,2,1,1,3,2,1,1,105,1,1125,1,2,16,40,248,616,94,6,0,1,0,1,0,6.24,5,7,31,2,0.89261,4.97,4.98,4.98,4.98,4.98,4.81,4.92
2026810,95,0,2,3,1,1,3,1,1,1,53,3,1125,1,2,8,21,245,292,31,3,0,2,0,2,0,2.8,1,5,18,2,0.85455,4.73,4.76,4.74,4.85,4.86,4.86,4.73
2069629,93.46177071,0,1,2,1,1,4,2,1,1,95,14,1125,1,0,0,0,0,64,0,0,0,1,1,0,0,0.81,1,6,31,2,0.85067,4.68,4.84,4.86,4.9,5,4.75,4.68
2084913,33,0,1,2,1,1,3,2,1,1,80,2,10,1,0,0,0,0,48,0,0,0,1,0,1,0,0.53,5,6,13,2,0.92965,4.79,4.87,4.93,4.77,4.91,4.8,4.7
2121887,89.98008437,0,2,3,1,0,4,4,2,2,70,2,1125,1,0,0,0,0,7,0,0,0,1,1,0,0,0.11,5,11,2,2,0.86283,4.71,5,4.57,4.71,4.43,5,4.86
2162973,100,0,2,2,1,1,4,2,1,1,125,14,1125,1,0,0,0,0,58,3,0,0,1,1,0,0,0.55,1,6,61,2,0.92409,4.82,4.86,4.89,4.96,4.96,4.95,4.64
2164444,100,0,2,2,1,1,3,2,1,1,80,2,5,1,1,1,1,1,477,72,3,0,2,0,2,0,4.57,1,9,33,2,0.83941,4.51,4.62,4.41,4.82,4.73,4.8,4.56
2165074,100,0,3,3,1,1,4,4,1,7,120,3,15,1,0,0,0,0,121,6,2,1,1,1,0,0,1.17,1,6,43,2,0.92064,4.83,4.87,4.92,4.93,4.95,4.32,4.75
2202076,93.170542,0,1,1,1,1,4,6,2,3,100,3,7,1,0,0,0,0,0,0,0,0,1,1,0,0,1.294292719,4,11,11,2,0.794546533,4.609608355,4.708214791,4.562443857,4.783198654,4.800581335,4.704249853,4.538940863
2215722,100,0,1,3,1,1,3,2,1,3,120,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.863314409,1,5,20,3,0.794546533,4.835131544,4.853259491,4.82458268,4.894208318,4.921489004,4.773421647,4.70034713
2283713,94,0,2,2,1,1,3,2,1,1,65,2,1001,1,4,15,31,45,321,20,4,0,2,0,2,0,3.12,5,2,18,2,0.83642,4.59,4.76,4.46,4.88,4.9,4.86,4.68
2295609,93.94574893,0,1,1,1,0,4,9,5,5,180,7,21,1,0,0,0,0,0,0,0,0,1,1,0,0,0.415832365,5,13,10,2,0.794546533,4.664653324,4.717173542,4.550734296,4.782973193,4.807289729,4.762241476,4.579279406
2355991,100,1,1,1,1,1,4,5,2,3,120,6,1125,1,6,23,24,197,56,10,1,0,1,1,0,0,0.54,4,6,49,2,0.85832,4.94,4.98,4.98,4.91,4.96,4.94,4.92
2372993,100,0,1,4,1,1,4,4,2,2,400,3,100,1,0,0,0,0,171,5,0,0,1,1,0,0,1.65,5,6,29,2,0.89925,4.85,4.9,4.93,4.92,4.95,4.93,4.75
2385640,36.37636164,0,1,1,1,1,4,10,5,6,179,10,25,1,0,0,0,0,1,0,0,0,1,1,0,0,0.02,4,20,6,2,0,0,1.512528552,0.021900083,2.410557609,2.402169813,2.889413638,0.870299338
2394893,96.91808431,0,3,3,1,1,3,2,1,1,58,2,21,1,0,0,0,0,243,3,0,0,3,0,3,0,2.4,1,8,56,3,0.90251,4.92,4.95,4.93,4.99,4.98,4.78,4.91
2415104,100,1,6,7,1,1,4,6,2,4,450,5,1124,1,8,34,64,328,253,11,1,0,6,2,4,0,2.45,5,9,61,3,0.91895,4.9,4.92,4.74,4.92,4.95,4.93,4.72
2427857,97.51087801,0,3,3,1,1,3,2,1,1,58,2,21,1,0,0,0,0,249,0,0,0,3,0,3,0,2.41,1,5,27,3,0.93191,4.96,4.96,4.93,4.99,4.98,4.79,4.9
2466169,100,1,1,3,1,1,4,2,1.033616702,1,128,3,90,1,1,4,4,4,213,9,0,0,1,1,0,0,2.1,5,6,21,2,0.86364,4.65,4.78,4.71,4.84,4.87,4.66,4.54
2471794,90,0,1,1,1,1,3,2,1,2,95,2,14,1,6,7,7,156,114,49,5,0,1,0,1,0,1.13,4,9,30,2,0.89983,4.92,4.95,4.94,4.93,4.93,4.88,4.81
2481147,100,0,32,41,1,1,4,7,3,5,753,3,1125,1,2,3,23,69,27,10,1,1,31,30,1,0,0.36,1,11,38,2,0.85123,4.56,4.48,4.67,4.37,4.74,4.85,4.59
2489550,97,1,23,30,1,0,4,2,1,2,146,14,1125,1,10,22,43,133,451,12,2,0,20,20,0,0,4.47,5,6,31,2,0.90763,4.89,4.95,4.88,4.93,4.95,4.98,4.78
2514537,96.51077663,0,1,1,1,0,4,5,3,3,110,5,1125,1,0,0,0,0,2,0,0,0,1,1,0,0,0.03,1,11,16,2,0.9924,5,5,5,5,5,5,5
2538861,92.17744498,0,1,1,1,1,3,1,1,1,40,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,5,6,14,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
2574203,100,1,1,1,1,1,3,1,1,1,51,2,3,1,3,16,36,167,371,59,6,0,1,0,1,0,3.59,5,5,32,2,0.86574,4.91,4.96,4.96,4.92,4.94,4.7,4.89
2607040,100,0,1,1,1,1,4,2,1,1,120,3,1125,1,0,0,0,0,56,10,2,0,1,1,0,0,0.55,5,6,32,2,0.86237,4.73,4.85,4.53,4.83,4.91,4.74,4.74
2610590,84.981037,0,1,3,1,1,4,6,3,4,160,2,10,1,0,0,0,0,2,0,0,0,1,1,0,0,0.03,5,11,41,2,0.4711,4,4,4,5,5,5,4
2614726,90.74080735,0,3,4,1,1,3,2,1,1,110,1,1125,1,0,0,0,0,6,0,0,1,1,0,1,0,0.06,1,11,11,2,0.98422,4.5,4.6,4.2,4.6,4.8,4.6,4.2
2620389,91.38179479,0,1,2,1,1,1,1,1,1,38,1,25,1,0,0,0,0,6,0,0,0,1,0,0,1,0.08,5,5,5,2,0.4879,4.17,4.2,4,3.83,4.5,4.17,3.83
2635493,35.57075496,0,1,1,1,1,4,4,3,4,200,1,28,1,0,0,0,0,1,0,0,0,1,1,0,0,0.01,1,11,10,3,0,0,1.537093064,0.051935092,2.429129376,2.415081676,2.864255177,0.880778509
2642164,95.52189584,0,1,1,1,1,3,2,1,2,66,2,7,1,0,0,0,0,39,0,0,1,1,0,1,0,0.39,6,7,24,2,0.93498,4.92,4.95,4.95,5,5,4.92,4.89
2647405,91.35987379,0,1,1,1,1,3,2,1,1,65,2,1125,1,0,0,0,0,70,0,0,0,1,0,1,0,0.68,1,7,19,2,0.89807,4.61,4.73,4.41,4.79,4.79,4.49,4.57
2671586,96.49513194,0,2,3,1,0,4,5,3,3,97,7,25,1,0,0,0,0,1,0,0,0,1,1,0,0,0.01,1,11,15,2,0.9166,5,5,5,5,5,5,5
2685349,96.91027978,0,2,2,1,1,4,8,3,5,290,2,60,1,0,0,0,0,106,0,0,1,2,2,0,0,1.06,1,11,20,2,0.91135,4.87,4.91,4.85,4.96,4.99,4.83,4.7
2686112,90,0,1,1,1,1,3,2,1,1,157,3,1125,1,16,22,42,43,72,9,0,0,1,0,1,0,0.7,1,11,23,2,0.84756,4.61,4.72,4.62,4.81,4.77,4.9,4.69
2691951,100,1,1,1,1,1,4,4,2,2,243,2,14,1,4,23,53,271,69,35,3,0,1,1,0,0,2.05,7,6,58,2,0.88902,4.94,4.96,5,4.99,5,4.91,4.75
2703497,100,0,1,2,1,1,4,5,2,1,350,2,28,1,2,14,24,41,2,2,1,0,1,1,0,0,0.85,4,6,49,2,0.97855,5,5,5,5,5,5,4.5
2719863,92.06630858,0,1,1,1,0,3,2,1,1,73,2,7,1,0,0,0,0,3,0,0,0,1,0,1,0,0.03,5,5,8,2,0.8381,4.33,4.33,4.67,4.67,5,4.33,4.33
2734096,90,0,5,5,1,1,3,1,1,1,210,3,60,1,27,57,87,362,23,6,1,0,1,0,1,0,0.23,1,7,18,2,0.90724,4.91,4.95,4.73,4.86,4.91,5,4.77
2754860,100,0,1,2,1,1,4,15,6,9,300,7,60,1,0,0,0,76,7,3,0,0,1,1,0,0,0.11,0,19,28,2,0.81799,5,4.83,4.83,4.83,5,5,4.67
2760521,100,0,16,43,1,1,4,2,1,1,77,7,1125,1,0,0,0,0,6,1,0,1,11,11,0,0,0.06,1,9,16,1,0.87112,4.67,4.67,4.5,4.5,4.83,5,4.67
2770813,100,1,4,4,1,1,3,3,1,2,138,1,1000,1,2,26,56,323,102,25,9,0,4,0,4,0,1.01,6,8,24,2,0.84657,4.62,4.63,4.77,4.87,4.91,4.68,4.53
2778697,95.68972014,1,1,4,1,1,3,2,1,1,85,62,180,1,0,0,0,0,115,11,0,0,1,0,1,0,1.14,5,7,32,3,0.92647,4.89,4.84,4.75,4.95,4.97,4.7,4.83
2791857,97.25654277,0,3,3,1,1,3,2,1,1,71,2,21,1,0,0,0,0,249,2,0,0,3,0,3,0,2.5,1,9,57,3,0.9113,4.94,4.95,4.92,4.99,4.99,4.86,4.88
