id,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,location_cluster,bathroom_map,amenities_count,host_verifications_count,sentiment,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
8405783,88.33944911,0,1,2,1,1,3,2,1,1,60,4,1125,1,0,0,0,0,2,0,0,0,1,0,1,0,0.02,1,6,15,3,0.60665,4,3.5,3,4,5,4.5,3.5
8446604,100,0,5,10,1,1,4,4,2,2,250,8,15,1,7,7,7,7,111,6,0,0,5,5,0,0,1.31,5,11,30,2,0.82742,4.69,4.79,4.69,4.6,4.86,4.69,4.51
8464863,100,0,3,5,1,1,3,1,1,1,55,7,1125,1,15,34,64,65,24,0,0,0,3,0,3,0,0.29,7,5,15,2,0.8711,4.88,4.96,5,5,4.96,4.83,4.79
8466682,79.14388053,0,1,1,1,1,3,2,1,1,50,2,1125,1,0,0,0,0,5,0,0,0,1,0,1,0,0.06,1,6,12,2,0.71044,3.6,4,3.2,4.2,4.4,4.2,3.4
8478476,92.17744498,0,1,2,1,0,3,2,1,1,45,2,5,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,4,6,14,3,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
8512998,94.59345807,0,1,1,1,0,4,2,1,1,90,1,1125,1,0,0,0,0,5,0,0,0,1,1,0,0,0.06,1,6,11,2,0.94628,4.8,5,5,5,5,4.2,4.8
8521217,95.85769473,0,1,1,1,1,4,3,2,2,90,1,60,1,0,0,0,0,12,0,0,0,1,1,0,0,0.14,5,11,12,3,0.91611,4.92,5,5,5,5,4.83,4.82
8522094,93.56092801,0,1,1,1,1,3,2,1,1.225310676,55,3,4,1,0,0,0,0,98,0,0,1,1,0,1,0,1.16,2,5,16,2,0.83419,4.66,4.79,4.84,4.9,4.76,4.56,4.64
8546527,93.36493187,0,1,1,1,1,4,3,2,2,110,5,1125,1,0,0,0,0,21,0,0,0,1,1,0,0,0.27,6,6,17,2,0.93192,4.76,4.9,4.86,4.95,5,4.95,4.81
8550046,100,0,3,3,1,1,4,8,3,3,325,15,185,1,0,0,0,0,146,1,0,0,3,3,0,0,1.73,1,15,18,2,0.83986,4.4,4.6,4.35,4.8,4.7,4.68,4.49
8559817,100,1,11,11,1,1,3,1,1,1,31,1,5,1,0,0,0,0,268,40,1,0,8,0,8,0,3.17,2,5,45,2,0.89703,4.91,4.96,4.99,4.96,4.98,4.64,4.92
8563380,92.61952097,0,1,1,1,0,4,2,2,2,70,1,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.143183879,5,11,11,2,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
8571353,96.22428064,0,1,1,1,1,4,7,4,4,550,2,1125,1,0,0,0,0,19,0,0,0,1,1,0,0,0.24,1,13,36,2,0.82656,4.89,5,5,5,4.95,4.95,4.74
8577984,92.61952097,0,1,1,1,1,4,4,2,2,149,1,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.143183879,1,6,14,2,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
8608235,100,1,1,4,1,1,3,2,1,1,72,2,1125,1,0,3,13,172,176,42,5,0,1,0,1,0,2.13,1,7,23,2,0.88135,4.87,4.95,4.92,4.96,4.97,4.85,4.85
8618844,92.17744498,0,1,1,1,1,3,2,1,1,85,2,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,1,6,13,3,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
8624100,92.17744498,0,1,1,1,0,3,1,1,1,50,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,5,6,3,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
8639648,92.17744498,0,1,1,1,1,3,2,1,1,50,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,5,6,6,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
8643994,100,0,2,4,1,1,3,1,1,1,29,3,30,1,5,11,18,93,52,32,2,0,2,0,2,0,0.99,6,5,43,3,0.79627,4.83,4.85,4.67,4.96,4.87,4.69,4.87
8648997,92.17744498,0,1,1,1,0,4,2,1,1,80,4,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.385634384,1,6,10,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
8650923,20,0,1,1,1,1,3,1,1,1,28,7,40,1,1,1,10,10,21,0,0,0,1,0,1,0,0.39,5,8,29,3,0.76237,4.78,4.83,4.17,5,5,4.5,4.94
8668079,93.75424489,0,1,1,1,1,4,2,1,1,130,1,1125,1,0,0,0,0,61,0,0,0,1,1,0,0,0.82,5,6,18,2,0.8685,4.83,4.88,4.63,4.98,4.98,4.87,4.7
8697709,94.80279569,0,2,2,1,1,3,2,1,1,92,2,1125,1,0,0,0,0,67,0,0,0,2,1,1,0,0.81,5,5,12,3,0.90007,4.74,4.65,4.68,4.83,4.85,4.83,4.55
8719028,96.58696171,0,1,1,1,1,3,2,1,1,72,1,1125,1,0,0,0,0,324,0,0,0,1,0,1,0,3.84,5,5,19,2,0.87301,4.74,4.8,4.74,4.78,4.88,4.77,4.68
8731351,100,1,3,14,1,1,4,4,2,2,85,60,1125,1,0,0,0,163,37,1,0,0,3,2,1,0,0.5,1,9,42,3,0.8359,4.86,4.95,4.84,4.73,4.86,4.81,4.68
8748836,100,1,6,7,1,1,3,2,1,1,203,4,1125,1,0,0,0,0,3,0,0,0,6,2,4,0,0.04,5,8,19,3,0.80817,4.67,5,5,5,5,5,5
8759826,89.271342,0,1,1,1,1,3,2,1,1,45,2,1125,1,0,0,0,0,4,0,0,0,1,0,1,0,0.05,1,6,13,3,0.83767,4.5,4.75,4.75,5,4.75,5,4.5
8766196,92.84650403,0,1,1,1,0,4,4,1,2,95,4,1125,1,0,0,0,0,4,0,0,1,1,1,0,0,0.05,5,6,10,2,0.717,4.5,5,5,5,5,4.25,4
8767709,92.61952097,0,1,1,1,0,4,4,2,2,200,1,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.143183879,1,11,11,1,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
8777085,99.1951858,0,2,2,1,1,3,2,1,1,80,2,1125,1,0,0,0,0,2,0,0,0,2,1,1,0,0.02,1,6,17,2,0.9798,5,5,5,5,5,5,4
8788661,92.61952097,0,2,5,1,0,4,4,2,2,500,1,1125,1,0,0,0,0,0,0,0,0,2,2,0,0,1.143183879,7,6,14,2,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
8793671,86.41992145,0,2,2,1,1,3,2,1,1,62,1,1125,1,0,0,0,0,98,0,0,0,2,0,2,0,1.17,5,6,7,3,0.86024,4.24,4.57,4.17,4.64,4.65,4.61,4.39
8805267,100,0,1,1,1,1,4,2,1,1,89,2,14,1,0,0,0,0,6,6,0,0,1,1,0,0,1.86,5,9,50,2,0.883,4.83,4.83,4.83,4.67,5,4.5,5
8806790,100,1,1,1,1,1,4,3,2,2,130,3,1125,1,0,0,0,0,65,14,1,0,1,1,0,0,0.8,4,6,35,2,0.92278,4.89,4.83,4.89,5,4.97,4.52,4.68
8835332,89.45924096,0,1,2,1,1,4,2,1,1,88,2,1125,1,0,0,0,0,2,0,0,0,1,1,0,0,0.02,5,6,11,2,0.9302,4,4,4.5,4,4,4.5,4
8838761,94.15685729,0,1,1,1,1,3,2,1,1,50,1,10,1,0,0,0,0,8,0,0,0,1,0,1,0,0.1,5,6,7,2,0.77939,4.75,4.88,4.75,4.75,4.63,5,4.25
8859271,93.06159695,0,1,1,1,1,4,7,3,3,500,2,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,0.900733375,1,13,13,2,0.794546533,4.624059516,4.713490634,4.546710131,4.779741104,4.797681742,4.72207429,4.556223781
8864614,100,1,6,6,1,1,3,2,1,1,99,3,60,1,5,25,49,49,10,10,2,1,6,2,4,0,2.78,1,12,28,2,0.73304,4.8,4.7,4.8,5,5,4.7,4.4
8885662,85.72031097,0,1,2,1,1,4,5,4,4,250,5,1125,1,11,41,71,161,2,1,0,0,1,1,0,0,0.02,4,13,19,2,0.9458,4.5,5,4,5,5,5,4.5
8898765,92.17744498,0,1,1,1,1,3,2,1,1,80,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,1,6,8,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
8903563,91.18494272,0,1,3,1,1,4,4,2,3,80,1,1125,1,0,0,0,0,1,0,0,0,1,1,0,0,0.01,5,11,12,2,0.794546533,5,5,4,5,5,5,5
8915234,86.09002033,0,3,3,1,1,4,4,2,2,120,3,1124,1,0,0,0,0,56,0,0,0,3,2,1,0,0.73,5,6,14,2,0.83047,4.31,4.45,3.71,4.82,4.85,4.76,4.15
8926747,94.05469397,0,1,1,1,1,4,7,4,5,300,2,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0.80939171,6,9,14,2,0.794546533,4.650202163,4.711897699,4.566468022,4.786430743,4.810189321,4.74441704,4.561996487
8928575,93.50367294,0,1,3,1,1,4,8,4,4,450,1,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,0.65828287,1,11,13,2,0.794546533,4.64435642,4.715332088,4.548722213,4.781357148,4.802485735,4.742157883,4.567751593
8931705,93.06159695,0,1,1,1,1,4,6,3,3,450,5,365,1,7,12,12,42,0,0,0,0,1,1,0,0,0.900733375,4,9,12,2,0.794546533,4.624059516,4.713490634,4.546710131,4.779741104,4.797681742,4.72207429,4.556223781
8967884,91.76405676,0,1,1,1,1,3,2,1,1,51,1,1125,1,0,0,0,0,3,0,0,0,1,0,1,0,0.04,7,7,16,3,0.95703,4.67,5,4.67,5,5,4.67,4.33
8968309,93.65124469,0,1,1,1,1,3,2,1,1,65,1,1125,1,0,0,0,0,104,0,0,0,1,0,1,0,1.25,1,5,37,2,0.86359,4.71,4.86,4.79,4.86,4.87,4.8,4.67
8977131,91.5126541,0,1,1,1,1,4,8,3,4,82,2,1125,1,0,0,0,0,3,0,0,0,1,1,0,0,0.04,5,6,19,2,0.90993,4.67,4,4,5,4.33,4.33,5
8988287,100,1,1,1,1,1,3,2,1,2,150,1,1125,1,24,54,84,359,15,13,3,0,1,0,1,0,0.29,1,5,17,2,0.85136,4.87,4.87,5,5,5,4.93,4.67
9000195,93.70923765,0,1,1,1,1,3,2,1,1,90,4,1125,1,0,0,0,0,44,0,0,0,1,0,1,0,0.53,1,11,18,2,0.92382,4.82,4.82,4.6,4.93,4.95,4.86,4.7
9011981,90.70154738,0,1,1,1,0,4,6,3,4,125,5,1125,1,0,0,0,0,2,0,0,0,1,1,0,0,0.02,1,6,10,2,0.9692,4.5,5,5,5,5,5,4.5
9019981,94.49244083,0,1,1,1,1,3,2,1,1,55,1,1125,1,0,0,0,0,4,0,0,1,1,0,1,0,0.05,1,6,16,2,0.959,4.75,4.75,5,5,5,4.75,4.75
9035938,92.17744498,0,1,1,1,1,3,2,1,1,50,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,1,11,9,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9038493,100,0,2,7,1,1,4,2,1,1,218,3,1125,1,2,2,4,6,84,4,3,1,1,1,0,0,1.01,1,6,32,2,0.89468,4.89,4.89,4.81,4.95,4.99,4.92,4.72
9045260,90.31523388,0,1,2,1,1,4,2,2,2,200,3,1125,1,0,0,0,0,24,0,0,0,1,1,0,0,0.31,1,6,20,2,0.79808,4.57,4.91,4.52,4.7,4.87,4.74,4.65
9046466,92.17744498,0,1,2,1,1,3,2,1,1,100,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,5,6,10,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9056000,95.08589057,0,1,1,1,1,4,4,2,2,204,2,1125,1,0,0,0,0,129,0,0,0,1,1,0,0,1.55,1,9,31,2,0.87459,4.78,4.84,4.75,4.89,4.88,4.91,4.64
9072636,96.11032281,0,1,1,1,1,4,4,2,2,125,1,1125,1,0,0,0,0,1,0,0,0,1,1,0,0,0.01,2,11,17,2,0.8836,5,5,5,5,5,5,5
9089096,86.16861449,0,1,1,1,0,4,7,4,5,290,5,12,1,0,0,0,0,3,0,0,1,1,1,0,0,0.04,5,6,15,2,0.92227,4,4,4,4.33,4.33,4.67,4.33
9092972,96.68139538,0,1,1,1,1,4,4,2,2,179,2,1125,1,0,0,0,0,21,0,0,1,1,1,0,0,0.25,1,11,19,2,0.89361,4.9,5,4.95,4.9,5,4.8,4.58
9111307,100,1,11,22,1,1,4,15,6,13,1133,2,1124,1,10,20,32,236,58,16,2,0,11,3,8,0,0.7,1,11,57,2,0.84211,4.89,4.95,4.84,4.96,5,4.75,4.7
9111339,91.25542876,0,1,1,1,1,3,1,1,1,23,1,1125,1,0,0,0,0,18,0,0,0,1,0,1,0,0.22,4,5,15,3,0.77871,4.53,4.71,4.53,4.76,4.88,4.29,4.53
9115591,92.08921942,0,1,1,1,1,4,4,2,2,150,2,1125,1,0,0,0,0,2,0,0,0,1,1,0,0,0.03,7,6,9,2,0.7799,4.5,4.5,4.5,4.5,4.5,4.5,4.5
9122936,100,1,2,4,1,1,3,2,4,1,85,2,1125,1,3,5,7,114,114,33,2,0,2,0,2,0,1.44,6,10,22,2,0.85911,4.81,4.81,4.8,4.88,4.88,4.69,4.76
9126603,88.86772408,0,2,2,1,1,3,2,1,1,78,1,1125,1,0,0,0,0,5,0,0,0,2,1,1,0,0.06,1,6,14,3,0.96746,4.4,4.33,4,4.75,4.6,4.4,4.2
9130624,87.52869333,0,2,3,1,1,4,4,2,2,300,3,1125,1,0,0,0,0,1,0,0,1,2,2,0,0,0.01,5,6,12,2,0.9168,4,5,5,5,5,5,3
9132464,93.74362901,0,2,2,1,1,3,2,1,1,52,2,1125,1,0,0,0,0,22,0,0,1,2,1,1,0,0.41,6,7,30,1,0.89275,4.77,4.91,4.82,5,5,4.5,4.73
9134891,92.17744498,0,1,1,1,0,4,2,1,1,200,2,8,1,0,0,0,0,0,0,0,0,1,1,0,0,1.385634384,1,6,14,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9141999,78.65537966,0,2,2,1,1,4,6,2,3,143,1,1125,1,0,0,0,0,1,0,0,0,2,1,1,0,0.01,1,6,14,3,0.7845,3,3,3,4,5,4,3
9149075,80,0,2,2,1,1,3,2,1,1,86,3,1125,1,2,6,19,160,181,29,4,0,2,0,2,0,2.17,1,6,34,2,0.81554,4.54,4.69,4.46,4.55,4.65,4.84,4.52
9151839,93.58138775,0,1,1,1,1,3,2,1,1,89,2,1125,1,0,0,0,0,24,0,0,0,1,0,1,0,0.3,1,5,21,2,0.9289,4.75,4.92,4.71,4.91,4.83,4.52,4.48
9154752,93.50367294,0,1,1,1,0,4,5,4,4,190,1,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,0.65828287,4,11,18,2,0.794546533,4.64435642,4.715332088,4.548722213,4.781357148,4.802485735,4.742157883,4.567751593
9155049,94.38152909,0,1,1,1,1,3,10,1,5,195,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.990069745,1,19,17,2,0.794546533,4.60684868,4.69607017,4.613669203,4.796803392,4.818888099,4.690943729,4.510147732
9160181,100,1,1,1,1,1,4,2,1,1,126,2,1125,1,2,6,29,213,306,49,6,0,1,1,0,0,3.74,4,6,56,2,0.91239,4.94,4.94,4.89,4.98,4.98,4.89,4.89
9162084,80.30356498,0,1,1,1,1,4,4,1,2,95,6,1125,1,0,0,0,0,1,0,0,0,1,1,0,0,0.01,1,6,13,2,0.8795,4,5,4,5,5,4,4
9162671,92.17744498,0,1,1,1,0,4,1,1,1,100,2,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.385634384,1,6,11,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9172429,92.17744498,0,1,1,1,1,3,2,1,1,35,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,1,6,10,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9182636,92.17744498,0,1,1,1,1,3,2,1,1,90,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,5,6,17,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9186066,96.3132312,0,1,1,1,1,3,2,1,1,81,1,1125,1,0,0,0,0,84,0,0,0,1,0,1,0,1.01,5,5,19,2,0.84849,4.88,4.79,4.86,4.94,4.99,4.84,4.78
9191037,92.61952097,0,1,1,1,1,4,4,2,2,500,3,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.143183879,1,6,10,2,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
9192255,88.82207489,0,1,1,1,1,3,2,1,1,59,2,1125,1,3,7,9,93,240,0,0,0,1,0,1,0,2.89,5,6,4,2,0.74409,4.28,4.6,4.32,4.65,4.61,4.75,4.34
9196723,92.50007916,0,2,2,1,1,4,4,2,2,170,1,1125,1,0,0,0,0,21,0,0,0,2,1,1,0,0.25,1,11,12,2,0.85605,4.62,4.67,4.71,4.95,4.86,4.86,4.52
9224676,89.95617597,0,1,1,1,0,3,3,1,2,63,3,10,1,0,0,0,0,49,0,0,1,1,0,1,0,0.61,1,5,14,2,0.91168,4.47,4.69,4.56,4.79,4.63,4.72,4.48
9232746,96.41601367,0,1,1,1,0,3,2,1,1,61,2,1125,1,0,0,0,0,8,0,0,0,1,0,1,0,0.1,5,6,15,3,0.93822,4.88,4.71,4.75,5,5,4.86,4.43
9236381,96.5495692,0,2,2,1,1,3,2,1,1,63,12,1125,1,0,0,0,0,7,0,0,0,2,1,1,0,0.09,1,7,14,2,0.93785,5,4.86,5,5,5,5,5
9245761,92.17744498,0,1,1,1,0,3,2,1,1,70,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,1,6,5,1,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9247540,92.78226808,0,2,5,1,1,4,4,1,2,80,2,1125,1,0,0,0,0,218,0,0,0,1,1,0,0,2.62,5,6,16,3,0.84827,4.54,4.71,4.61,4.84,4.96,4.96,4.51
9254452,100,0,3,9,1,1,3,1,1,1,33,2,1124,1,0,0,0,0,41,1,1,0,3,0,3,0,0.5,1,5,33,2,0.89408,4.9,4.98,4.9,5,4.95,4.9,4.8
9258159,95.48749775,0,2,2,1,1,4,6,2,2,150,2,1125,1,0,0,0,0,15,0,0,0,2,1,1,0,0.18,1,11,13,2,0.90889,4.8,5,5,5,5,4.67,4.47
9280022,100,0,1,1,1,0,4,2,1,1,159,3,11,1,0,9,39,310,1,1,1,0,1,1,0,0,1,5,9,5,1,0.9241,4,5,3,5,5,5,4
9290756,91.68254894,0,1,1,1,0,3,2,1,1,70,1,1,1,0,0,0,0,5,0,0,0,1,0,1,0,0.06,6,6,16,2,0.98027,4.6,5,5,4.8,4.8,4.8,4.6
9291209,92.17744498,0,1,1,1,0,3,2,1,1,35,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,2,6,13,1,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9293644,100,1,1,1,1,1,4,2,1,1,170,80,1125,1,0,0,0,253,44,3,1,0,1,1,0,0,0.53,1,6,29,2,0.90297,4.86,4.88,4.91,4.93,5,4.86,4.72
9315474,89.55295039,0,1,1,1,1,3,2,1,1,40,2,21,1,0,0,0,0,127,0,0,1,1,0,1,0,1.53,1,5,30,2,0.88021,4.56,4.79,4.21,4.92,4.91,4.54,4.56
9338880,97.87560793,0,1,1,1,1,4,6,3,4,130,4,14,1,0,0,0,0,5,0,0,0,1,1,0,0,0.06,5,9,30,2,0.97544,4.8,4.6,5,4.8,4.8,4.4,4.8
9342223,93.74045699,0,2,2,1,1,3,2,1,1,55,2,1125,1,0,0,0,0,26,0,0,1,2,0,2,0,0.33,1,5,28,2,0.9021,4.81,4.96,4.73,4.88,4.92,4.72,4.68
9345516,92.17744498,0,1,1,1,0,3,2,1,1,38,3,20,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,1,6,12,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9359572,95.25112004,0,1,2,1,1,3,2,1,1,56,2,1125,1,0,0,0,0,1,0,0,0,1,0,1,0,0.01,1,6,9,2,0.794546533,5,5.031159014,4.946074587,5.00640476,5,5,5
9366403,100,0,1,1,1,1,3,2,1,1,93,2,7,1,5,15,45,45,171,35,1,1,1,0,1,0,2.37,4,5,42,2,0.89502,4.95,4.97,4.94,4.9,4.92,4.9,4.96
9401760,95.88130506,0,1,2,1,1,4,8,4,6,298,1,1125,1,0,0,0,0,61,0,0,0,1,1,0,0,0.75,5,9,28,2,0.9206,4.75,4.7,4.62,4.93,4.97,4.48,4.67
9420082,88.97844484,0,1,3,1,1,4,6,3,4,199,21,60,1,0,0,0,0,2,0,0,0,1,1,0,0,0.03,7,9,14,2,0.9785,4.5,5,5,5,5,5,5
9422501,90.37710394,0,1,1,1,1,3,1,1,1,33,6,1125,1,0,0,0,0,4,0,0,0,1,0,1,0,0.05,1,11,16,3,0.81018,4.75,5,4.5,4.75,5,5,5
9448528,92.8405124,0,1,1,1,1,4,3,1,2,79,2,1124,1,0,0,0,0,138,0,0,1,1,1,0,0,1.85,5,6,28,2,0.81979,4.63,4.81,4.72,4.96,4.97,4.93,4.6
9449373,100,0,3,3,1,1,4,9,3,7,293,7,1125,1,0,3,3,3,86,10,2,0,3,1,2,0,1.24,1,11,43,2,0.82278,4.76,4.86,4.55,4.98,4.92,4.64,4.49
9451102,92.61952097,0,1,1,1,1,4,2,2,2,60,3,14,1,0,0,0,0,0,0,0,0,1,1,0,0,1.143183879,5,6,12,2,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
9458052,92.17744498,0,2,6,1,0,1,1,1,1,18,15,53,1,0,0,0,0,0,0,0,0,1,0,0,1,1.385634384,5,5,5,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9459856,92.17744498,0,1,2,1,0,4,2,1,1,79,4,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.385634384,1,6,10,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9468237,97.13156318,0,1,1,1,1,4,8,4,5,220,4,1125,1,0,0,0,0,4,0,0,1,1,1,0,0,0.05,5,17,16,3,0.6412,5,5,5,5,5,5,5
9470721,100,0,1,1,1,1,3,2,1,1,84,3,4,1,3,4,16,119,351,34,3,1,1,0,1,0,4.27,5,5,15,2,0.87712,4.64,4.81,4.71,4.85,4.89,4.82,4.68
9475111,94.47542904,0,1,3,1,1,3,2,1,1,40,5,1125,1,0,0,0,0,36,0,0,1,1,0,1,0,0.44,7,5,17,2,0.83904,4.88,4.94,4.74,5,4.97,4.53,4.82
9486894,92.17744498,0,1,1,1,0,1,1,1,1,20,14,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1.385634384,5,10,10,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9524878,92.17744498,0,1,1,1,1,3,2,1,1,56,2,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,5,6,6,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9559095,100,0,2,2,1,1,4,16,5,12,454,14,14,1,25,55,85,358,200,0,0,0,2,2,0,0,2.48,1,15,32,2,0.88053,4.9,4.93,4.85,4.95,4.95,4.78,4.81
9568877,69.472032,0,1,2,1,1,4,2,0.950663025,1,45,2,1125,1,0,0,0,0,2,0,0,0,1,1,0,0,0.03,1,6,5,2,0.794546533,2.5,3.5,2.5,3.5,5,2.5,3
9573310,100,0,1,1,1,1,4,5,4,4,185,5,1125,1,0,0,0,24,10,2,1,0,1,1,0,0,0.13,7,11,18,2,0.88792,4.8,5,4.8,5,5,4.9,4.7
9574279,92.61952097,0,1,2,1,0,4,4,2,2,100,1,1125,1,0,0,0,0,0,0,0,0,1,1,0,0,1.143183879,5,6,8,2,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
9575813,92.17744498,0,1,1,1,1,3,1,1,1,35,3,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,1,6,8,3,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9592476,107.4843885,0,1,2,1,1,3,2,1,1,49,1,1125,1,0,0,0,0,1,0,0,1,1,0,1,0,0.01,4,6,15,2,0.7783,4,0,0,0,4,3,4
9613946,80.22018465,0,1,1,1,0,4,2,1,1,90,4,14,1,0,0,0,0,1,0,0,1,1,1,0,0,0.01,1,6,6,2,0.9223,4,5,5,5,5,5,5
9623111,100,0,1,1,1,1,3,2,1,2,75,1,5,1,1,10,40,127,23,8,1,0,1,0,1,0,0.37,5,5,24,2,0.55992,4.88,4.94,4.94,5,5,4.88,4.88
9632246,92.17744498,0,1,1,1,0,3,2,1,1,100,1,1125,1,0,0,0,0,0,0,0,0,1,0,1,0,1.385634384,5,6,8,2,0.794546533,4.583465708,4.709807726,4.542685966,4.776509015,4.788073756,4.681907104,4.533168156
9637835,93.06159695,0,2,4,1,1,4,5,3,3,186,2,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0.900733375,5,11,12,2,0.794546533,4.624059516,4.713490634,4.546710131,4.779741104,4.797681742,4.72207429,4.556223781
9641440,100,0,3,3,1,1,3,2,1,3,40,2,1125,1,0,0,0,0,60,0,0,1,3,1,2,0,0.75,1,5,39,2,0.88072,4.93,4.95,4.88,4.95,5,4.6,4.82
9649088,34.42393629,0,1,1,1,0,4,2,1,1,70,2,6,1,0,0,0,0,1,0,0,0,1,1,0,0,0.01,7,6,13,2,0,0,1.568978387,0.071673512,2.445250661,2.422821036,2.839604359,0.901219455
9661195,79.19002558,0,1,1,1,1,4,2,1,1,62,1,1125,1,0,0,0,0,5,0,0,0,1,1,0,0,0.06,5,6,9,2,0.55535,4,4.75,4.25,5,4.5,4.5,4.5
9663095,93.27948704,0,1,1,1,0,3,4,1,3,45,3,37,1,0,0,0,0,0,0,0,0,1,0,1,0,1.687852064,1,6,14,2,0.794546533,4.595157194,4.702938948,4.578177584,4.786656204,4.803480928,4.686425416,4.521657944
9666231,92.61952097,0,1,1,1,0,4,3,2,2,120,5,1125,0,0,0,0,0,0,0,0,0,1,1,0,0,1.143183879,1,6,16,2,0.794546533,4.603762612,4.71164918,4.544698048,4.778125059,4.792877749,4.701990697,4.544695969
9666343,95.72551368,0,1,2,1,1,4,2,1,1,125,1,1125,1,0,0,0,0,1,0,0,0,1,1,0,0,0.01,5,6,11,2,0.9775,5,5,5,5,5,5,5
